lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,name
11.833599999999999,10.4576,17.543999999999997,32.68,64.0,56.0,96.0,112.0,1.0,1.0,2.0,4.0,1.0,3.0,6.0,8.0,0.5328999999999999,0.5475,1.1242,1.6644,28.09,39.22,119.78,167.555366,0.0,0.3999999999999999,1.7800000000000002,4.26,0.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-4.0,0.0,-0.020000000000000018,-0.08000000000000007,0.6399999999999999,0.0,-2.1000000000000005,-12.000000000000002,-10.414220000000002,9.2416,25.961599999999997,28.880000000000003,21.128,49.0,140.0,98.0,56.0,1.0,3.0,4.0,3.0,9.0,21.0,24.0,15.0,0.5625,1.7025000000000001,1.71,1.1324999999999998,54.760000000000005,206.46,233.94522800000004,150.325228,0.0,0.5800000000000005,2.66,2.17,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,-0.020000000000000018,0.72,0.74,0.0,-5.7,-2.01422,1.8857800000000005,BIZMEE_clean_primitive
11.833599999999999,10.4576,17.543999999999997,32.68,64.0,56.0,96.0,112.0,1.0,1.0,2.0,4.0,1.0,3.0,6.0,8.0,0.5328999999999999,0.5475,1.1242,1.6644,28.09,39.22,119.78,167.55536600000002,0.0,0.3999999999999999,1.7800000000000002,4.26,0.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-4.0,0.0,-0.020000000000000018,-0.08000000000000007,0.6399999999999999,0.0,-2.1000000000000005,-12.000000000000002,-10.414220000000002,9.2416,25.961599999999997,28.880000000000003,21.128,49.0,140.0,98.0,56.0,1.0,3.0,4.0,3.0,9.0,21.0,24.0,15.0,0.5625,1.7025000000000001,1.71,1.1324999999999998,54.760000000000005,206.46,233.94522800000004,150.325228,0.0,0.5800000000000005,2.66,2.17,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,-0.020000000000000018,0.72,0.74,0.0,-5.7,-2.01422,1.8857800000000005,BIZMEE_clean_primitive
11.833599999999999,10.4576,17.543999999999997,32.68,64.0,56.0,96.0,112.0,1.0,1.0,2.0,4.0,1.0,3.0,6.0,8.0,0.5328999999999999,0.5475,1.1242,1.6644,28.09,39.22,119.78,167.555366,0.0,0.3999999999999999,1.7800000000000002,4.26,0.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-4.0,0.0,-0.020000000000000018,-0.08000000000000007,0.6399999999999999,0.0,-2.1000000000000005,-12.000000000000002,-10.414220000000002,9.2416,25.961599999999997,28.880000000000003,21.128,49.0,140.0,98.0,56.0,1.0,3.0,4.0,3.0,9.0,21.0,24.0,15.0,0.5625,1.7025000000000001,1.71,1.1324999999999998,54.760000000000005,206.46,233.94522800000004,150.325228,0.0,0.5800000000000005,2.66,2.17,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,-0.020000000000000018,0.72,0.74,0.0,-5.7,-2.01422,1.8857800000000005,BIZMEE_clean_primitive
11.833599999999999,10.4576,17.543999999999997,32.68,64.0,56.0,96.0,112.0,1.0,1.0,2.0,4.0,1.0,3.0,6.0,8.0,0.5328999999999999,0.5475,1.1242,1.6644,28.09,39.22,119.78,167.555366,0.0,0.3999999999999999,1.7800000000000002,4.26,0.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-4.0,0.0,-0.020000000000000018,-0.08000000000000007,0.6399999999999999,0.0,-2.1000000000000005,-12.000000000000002,-10.414220000000002,9.2416,25.961599999999997,28.880000000000003,21.128,49.0,140.0,98.0,56.0,1.0,3.0,4.0,3.0,9.0,21.0,24.0,15.0,0.5625,1.7025000000000001,1.71,1.1324999999999998,54.760000000000005,206.46,233.94522800000004,150.325228,0.0,0.5800000000000005,2.66,2.17,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,-0.020000000000000018,0.72,0.74,0.0,-5.7,-2.01422,1.8857800000000005,BIZMEE_clean_primitive
11.833599999999999,10.4576,17.543999999999997,32.68,64.0,56.0,96.0,112.0,1.0,1.0,2.0,4.0,1.0,3.0,6.0,8.0,0.5328999999999999,0.5475,1.1242,1.6644,28.09,39.22,119.78,167.555366,0.0,0.3999999999999999,1.7800000000000002,4.26,0.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-4.0,0.0,-0.020000000000000018,-0.08000000000000007,0.6399999999999999,0.0,-2.1000000000000005,-12.000000000000002,-10.414220000000002,9.2416,25.961599999999997,28.880000000000003,21.128,49.0,140.0,98.0,56.0,1.0,3.0,4.0,3.0,9.0,21.0,24.0,15.0,0.5625,1.7025000000000001,1.71,1.1324999999999998,54.760000000000005,206.46,233.94522800000004,150.325228,0.0,0.5800000000000005,2.66,2.17,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,-0.020000000000000018,0.72,0.74,0.0,-5.7,-2.01422,1.8857800000000005,BIZMEE_clean_primitive
11.833599999999999,10.4576,17.543999999999997,32.68,64.0,56.0,96.0,112.0,1.0,1.0,2.0,4.0,1.0,3.0,6.0,8.0,0.5328999999999999,0.5475,1.1242,1.6644,28.09,39.22,119.78,167.555366,0.0,0.3999999999999999,1.7800000000000002,4.26,0.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-4.0,0.0,-0.020000000000000018,-0.08000000000000007,0.6399999999999999,0.0,-2.1000000000000005,-12.000000000000002,-10.414220000000002,9.2416,25.961599999999997,28.880000000000003,21.128,49.0,140.0,98.0,56.0,1.0,3.0,4.0,3.0,9.0,21.0,24.0,15.0,0.5625,1.7025000000000001,1.71,1.1324999999999998,54.760000000000005,206.46,233.94522800000004,150.325228,0.0,0.5800000000000005,2.66,2.17,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,-0.020000000000000018,0.72,0.74,0.0,-5.7,-2.01422,1.8857800000000005,BIZMEE_clean_primitive
11.833599999999999,10.4576,17.543999999999997,32.68,64.0,56.0,96.0,112.0,1.0,1.0,2.0,4.0,1.0,3.0,6.0,8.0,0.5328999999999999,0.5475,1.1242,1.6644,28.09,39.22,119.78,167.555366,0.0,0.3999999999999999,1.7800000000000002,4.26,0.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-4.0,0.0,-0.020000000000000018,-0.08000000000000007,0.6399999999999999,0.0,-2.1000000000000005,-12.000000000000002,-10.414220000000002,9.2416,25.961599999999997,28.880000000000003,21.128,49.0,140.0,98.0,56.0,1.0,3.0,4.0,3.0,9.0,21.0,24.0,15.0,0.5625,1.7025000000000001,1.71,1.1324999999999998,54.760000000000005,206.46,233.94522800000004,150.325228,0.0,0.5800000000000005,2.66,2.17,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,-0.020000000000000018,0.72,0.74,0.0,-5.7,-2.01422,1.8857800000000005,BIZMEE_clean_primitive
11.833599999999999,10.4576,17.543999999999997,32.68,64.0,56.0,96.0,112.0,1.0,1.0,2.0,4.0,1.0,3.0,6.0,8.0,0.5328999999999999,0.5475,1.1242,1.6644,28.09,39.22,119.78,167.555366,0.0,0.3999999999999999,1.7800000000000002,4.26,0.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-4.0,0.0,-0.020000000000000018,-0.08000000000000007,0.6399999999999999,0.0,-2.1000000000000005,-12.000000000000002,-10.414220000000002,9.2416,25.961599999999997,28.880000000000003,21.128,49.0,140.0,98.0,56.0,1.0,3.0,4.0,3.0,9.0,21.0,24.0,15.0,0.5625,1.7025000000000001,1.71,1.1324999999999998,54.760000000000005,206.46,233.94522800000004,150.325228,0.0,0.5800000000000005,2.66,2.17,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,-0.020000000000000018,0.72,0.74,0.0,-5.7,-2.01422,1.8857800000000005,BIZMEE_clean_primitive
11.833599999999999,10.4576,17.543999999999997,32.68,64.0,56.0,96.0,112.0,1.0,1.0,2.0,4.0,1.0,3.0,6.0,8.0,0.5328999999999999,0.5475,1.1242,1.6644,28.09,39.22,119.78,167.555366,0.0,0.3999999999999999,1.7800000000000002,4.26,0.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-4.0,0.0,-0.020000000000000018,-0.08000000000000007,0.6399999999999999,0.0,-2.1000000000000005,-12.000000000000002,-10.414220000000002,9.2416,25.961599999999997,28.880000000000003,21.128,49.0,140.0,98.0,56.0,1.0,3.0,4.0,3.0,9.0,21.0,24.0,15.0,0.5625,1.7025000000000001,1.71,1.1324999999999998,54.760000000000005,206.46,233.94522800000004,150.325228,0.0,0.5800000000000005,2.66,2.17,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,-0.020000000000000018,0.72,0.74,0.0,-5.7,-2.01422,1.8857800000000005,BIZMEE_clean_primitive
11.833599999999999,10.4576,17.543999999999997,32.68,64.0,56.0,96.0,112.0,1.0,1.0,2.0,4.0,1.0,3.0,6.0,8.0,0.5328999999999999,0.5475,1.1242,1.6644,28.09,39.22,119.78,167.55536600000002,0.0,0.3999999999999999,1.7800000000000002,4.26,0.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-4.0,0.0,-0.020000000000000018,-0.08000000000000007,0.6399999999999999,0.0,-2.1000000000000005,-12.000000000000002,-10.414220000000002,9.2416,25.961599999999997,28.880000000000003,21.128,49.0,140.0,98.0,56.0,1.0,3.0,4.0,3.0,9.0,21.0,24.0,15.0,0.5625,1.7025000000000001,1.71,1.1324999999999998,54.760000000000005,206.46,233.94522800000004,150.325228,0.0,0.5800000000000005,2.66,2.17,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,-0.020000000000000018,0.72,0.74,0.0,-5.7,-2.01422,1.8857800000000005,BIZMEE_clean_primitive
11.833599999999999,10.4576,17.543999999999997,32.68,64.0,56.0,96.0,112.0,1.0,1.0,2.0,4.0,1.0,3.0,6.0,8.0,0.5328999999999999,0.5475,1.1242,1.6644,28.09,39.22,119.78,167.555366,0.0,0.3999999999999999,1.7800000000000002,4.26,0.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-4.0,0.0,-0.020000000000000018,-0.08000000000000007,0.6399999999999999,0.0,-2.1000000000000005,-12.000000000000002,-10.414220000000002,9.2416,25.961599999999997,28.880000000000003,21.128,49.0,140.0,98.0,56.0,1.0,3.0,4.0,3.0,9.0,21.0,24.0,15.0,0.5625,1.7025000000000001,1.71,1.1324999999999998,54.760000000000005,206.46,233.94522800000004,150.325228,0.0,0.5800000000000005,2.66,2.17,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,-0.020000000000000018,0.72,0.74,0.0,-5.7,-2.01422,1.8857800000000005,BIZMEE_clean_primitive
11.833599999999999,10.4576,17.543999999999997,32.68,64.0,56.0,96.0,112.0,1.0,1.0,2.0,4.0,1.0,3.0,6.0,8.0,0.5328999999999999,0.5475,1.1242,1.6644,28.09,39.22,119.78,167.55536600000002,0.0,0.3999999999999999,1.7800000000000002,4.26,0.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-4.0,0.0,-0.020000000000000018,-0.08000000000000007,0.6399999999999999,0.0,-2.1000000000000005,-12.000000000000002,-10.414220000000002,9.2416,25.961599999999997,28.880000000000003,21.128,49.0,140.0,98.0,56.0,1.0,3.0,4.0,3.0,9.0,21.0,24.0,15.0,0.5625,1.7025000000000001,1.71,1.1324999999999998,54.760000000000005,206.46,233.94522800000004,150.325228,0.0,0.5800000000000005,2.66,2.17,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,-0.020000000000000018,0.72,0.74,0.0,-5.7,-2.01422,1.8857800000000005,BIZMEE_clean_primitive
11.833599999999999,10.4576,17.543999999999997,32.68,64.0,56.0,96.0,112.0,1.0,1.0,2.0,4.0,1.0,3.0,6.0,8.0,0.5328999999999999,0.5475,1.1242,1.6644,28.09,39.22,119.78,167.55536600000002,0.0,0.3999999999999999,1.7800000000000002,4.26,0.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-4.0,0.0,-0.020000000000000018,-0.08000000000000007,0.6399999999999999,0.0,-2.1000000000000005,-12.000000000000002,-10.414220000000002,9.2416,25.961599999999997,28.880000000000003,21.128,49.0,140.0,98.0,56.0,1.0,3.0,4.0,3.0,9.0,21.0,24.0,15.0,0.5625,1.7025000000000001,1.71,1.1324999999999998,54.760000000000005,206.46,233.94522800000004,150.325228,0.0,0.5800000000000005,2.66,2.17,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,-0.020000000000000018,0.72,0.74,0.0,-5.7,-2.01422,1.8857800000000005,BIZMEE_clean_primitive
11.833599999999999,10.4576,17.543999999999997,32.68,64.0,56.0,96.0,112.0,1.0,1.0,2.0,4.0,1.0,3.0,6.0,8.0,0.5328999999999999,0.5475,1.1242,1.6644,28.09,39.22,119.78,167.55536600000002,0.0,0.3999999999999999,1.7800000000000002,4.26,0.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-4.0,0.0,-0.020000000000000018,-0.08000000000000007,0.6399999999999999,0.0,-2.1000000000000005,-12.000000000000002,-10.414220000000002,9.2416,25.961599999999997,28.880000000000003,21.128,49.0,140.0,98.0,56.0,1.0,3.0,4.0,3.0,9.0,21.0,24.0,15.0,0.5625,1.7025000000000001,1.71,1.1324999999999998,54.760000000000005,206.46,233.94522800000004,150.325228,0.0,0.5800000000000005,2.66,2.17,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,-0.020000000000000018,0.72,0.74,0.0,-5.7,-2.01422,1.8857800000000005,BIZMEE_clean_primitive
11.833599999999999,10.4576,17.543999999999997,32.68,64.0,56.0,96.0,112.0,1.0,1.0,2.0,4.0,1.0,3.0,6.0,8.0,0.5328999999999999,0.5475,1.1242,1.6644,28.09,39.22,119.78,167.555366,0.0,0.3999999999999999,1.7800000000000002,4.26,0.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-4.0,0.0,-0.020000000000000018,-0.08000000000000007,0.6399999999999999,0.0,-2.1000000000000005,-12.000000000000002,-10.414220000000002,9.2416,25.961599999999997,28.880000000000003,21.128,49.0,140.0,98.0,56.0,1.0,3.0,4.0,3.0,9.0,21.0,24.0,15.0,0.5625,1.7025000000000001,1.71,1.1324999999999998,54.760000000000005,206.46,233.94522800000004,150.325228,0.0,0.5800000000000005,2.66,2.17,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,-0.020000000000000018,0.72,0.74,0.0,-5.7,-2.01422,1.8857800000000005,BIZMEE_clean_primitive
11.833599999999999,10.4576,17.543999999999997,32.68,64.0,56.0,96.0,112.0,1.0,1.0,2.0,4.0,1.0,3.0,6.0,8.0,0.5328999999999999,0.5475,1.1242,1.6644,28.09,39.22,119.78,167.555366,0.0,0.3999999999999999,1.7800000000000002,4.26,0.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-4.0,0.0,-0.020000000000000018,-0.08000000000000007,0.6399999999999999,0.0,-2.1000000000000005,-12.000000000000002,-10.414220000000002,9.2416,25.961599999999997,28.880000000000003,21.128,49.0,140.0,98.0,56.0,1.0,3.0,4.0,3.0,9.0,21.0,24.0,15.0,0.5625,1.7025000000000001,1.71,1.1324999999999998,54.760000000000005,206.46,233.94522800000004,150.325228,0.0,0.5800000000000005,2.66,2.17,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,-0.020000000000000018,0.72,0.74,0.0,-5.7,-2.01422,1.8857800000000005,BIZMEE_clean_primitive
11.833599999999999,10.4576,17.543999999999997,32.68,64.0,56.0,96.0,112.0,1.0,1.0,2.0,4.0,1.0,3.0,6.0,8.0,0.5328999999999999,0.5475,1.1242,1.6644,28.09,39.22,119.78,167.555366,0.0,0.3999999999999999,1.7800000000000002,4.26,0.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-4.0,0.0,-0.020000000000000018,-0.08000000000000007,0.6399999999999999,0.0,-2.1000000000000005,-12.000000000000002,-10.414220000000002,9.2416,25.961599999999997,28.880000000000003,21.128,49.0,140.0,98.0,56.0,1.0,3.0,4.0,3.0,9.0,21.0,24.0,15.0,0.5625,1.7025000000000001,1.71,1.1324999999999998,54.760000000000005,206.46,233.94522800000004,150.325228,0.0,0.5800000000000005,2.66,2.17,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,-0.020000000000000018,0.72,0.74,0.0,-5.7,-2.01422,1.8857800000000005,BIZMEE_clean_primitive
11.833599999999999,10.4576,17.543999999999997,32.68,64.0,56.0,96.0,112.0,1.0,1.0,2.0,4.0,1.0,3.0,6.0,8.0,0.5328999999999999,0.5475,1.1242,1.6644,28.09,39.22,119.78,167.55536600000002,0.0,0.3999999999999999,1.7800000000000002,4.26,0.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-4.0,0.0,-0.020000000000000018,-0.08000000000000007,0.6399999999999999,0.0,-2.1000000000000005,-12.000000000000002,-10.414220000000002,9.2416,25.961599999999997,28.880000000000003,21.128,49.0,140.0,98.0,56.0,1.0,3.0,4.0,3.0,9.0,21.0,24.0,15.0,0.5625,1.7025000000000001,1.71,1.1324999999999998,54.760000000000005,206.46,233.94522800000004,150.325228,0.0,0.5800000000000005,2.66,2.17,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,-0.020000000000000018,0.72,0.74,0.0,-5.7,-2.01422,1.8857800000000005,BIZMEE_clean_primitive
11.833599999999999,10.4576,17.543999999999997,32.68,64.0,56.0,96.0,112.0,1.0,1.0,2.0,4.0,1.0,3.0,6.0,8.0,0.5328999999999999,0.5475,1.1242,1.6644,28.09,39.22,119.78,167.55536600000002,0.0,0.3999999999999999,1.7800000000000002,4.26,0.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-4.0,0.0,-0.020000000000000018,-0.08000000000000007,0.6399999999999999,0.0,-2.1000000000000005,-12.000000000000002,-10.414220000000002,9.2416,25.961599999999997,28.880000000000003,21.128,49.0,140.0,98.0,56.0,1.0,3.0,4.0,3.0,9.0,21.0,24.0,15.0,0.5625,1.7025000000000001,1.71,1.1324999999999998,54.760000000000005,206.46,233.94522800000004,150.325228,0.0,0.5800000000000005,2.66,2.17,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,-0.020000000000000018,0.72,0.74,0.0,-5.7,-2.01422,1.8857800000000005,BIZMEE_clean_primitive
11.833599999999999,10.4576,17.543999999999997,32.68,64.0,56.0,96.0,112.0,1.0,1.0,2.0,4.0,1.0,3.0,6.0,8.0,0.5328999999999999,0.5475,1.1242,1.6644,28.09,39.22,119.78,167.555366,0.0,0.3999999999999999,1.7800000000000002,4.26,0.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-4.0,0.0,-0.020000000000000018,-0.08000000000000007,0.6399999999999999,0.0,-2.1000000000000005,-12.000000000000002,-10.414220000000002,9.2416,25.961599999999997,28.880000000000003,21.128,49.0,140.0,98.0,56.0,1.0,3.0,4.0,3.0,9.0,21.0,24.0,15.0,0.5625,1.7025000000000001,1.71,1.1324999999999998,54.760000000000005,206.46,233.94522800000004,150.325228,0.0,0.5800000000000005,2.66,2.17,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,-0.020000000000000018,0.72,0.74,0.0,-5.7,-2.01422,1.8857800000000005,BIZMEE_clean_primitive
11.833599999999999,10.4576,17.543999999999997,32.68,64.0,56.0,96.0,112.0,1.0,1.0,2.0,4.0,1.0,3.0,6.0,8.0,0.5328999999999999,0.5475,1.1242,1.6644,28.09,39.22,119.78,167.555366,0.0,0.3999999999999999,1.7800000000000002,4.26,0.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-4.0,0.0,-0.020000000000000018,-0.08000000000000007,0.6399999999999999,0.0,-2.1000000000000005,-12.000000000000002,-10.414220000000002,9.2416,25.961599999999997,28.880000000000003,21.128,49.0,140.0,98.0,56.0,1.0,3.0,4.0,3.0,9.0,21.0,24.0,15.0,0.5625,1.7025000000000001,1.71,1.1324999999999998,54.760000000000005,206.46,233.94522800000004,150.325228,0.0,0.5800000000000005,2.66,2.17,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,-0.020000000000000018,0.72,0.74,0.0,-5.7,-2.01422,1.8857800000000005,BIZMEE_clean_primitive
11.833599999999999,10.4576,17.543999999999997,32.68,64.0,56.0,96.0,112.0,1.0,1.0,2.0,4.0,1.0,3.0,6.0,8.0,0.5328999999999999,0.5475,1.1242,1.6644,28.09,39.22,119.78,167.555366,0.0,0.3999999999999999,1.7800000000000002,4.26,0.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-4.0,0.0,-0.020000000000000018,-0.08000000000000007,0.6399999999999999,0.0,-2.1000000000000005,-12.000000000000002,-10.414220000000002,9.2416,25.961599999999997,28.880000000000003,21.128,49.0,140.0,98.0,56.0,1.0,3.0,4.0,3.0,9.0,21.0,24.0,15.0,0.5625,1.7025000000000001,1.71,1.1324999999999998,54.760000000000005,206.46,233.94522800000004,150.325228,0.0,0.5800000000000005,2.66,2.17,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,-0.020000000000000018,0.72,0.74,0.0,-5.7,-2.01422,1.8857800000000005,BIZMEE_clean_primitive
11.833599999999999,10.4576,17.543999999999997,32.68,64.0,56.0,96.0,112.0,1.0,1.0,2.0,4.0,1.0,3.0,6.0,8.0,0.5328999999999999,0.5475,1.1242,1.6644,28.09,39.22,119.78,167.555366,0.0,0.3999999999999999,1.7800000000000002,4.26,0.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-4.0,0.0,-0.020000000000000018,-0.08000000000000007,0.6399999999999999,0.0,-2.1000000000000005,-12.000000000000002,-10.414220000000002,9.2416,25.961599999999997,28.880000000000003,21.128,49.0,140.0,98.0,56.0,1.0,3.0,4.0,3.0,9.0,21.0,24.0,15.0,0.5625,1.7025000000000001,1.71,1.1324999999999998,54.760000000000005,206.46,233.94522800000004,150.325228,0.0,0.5800000000000005,2.66,2.17,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,-0.020000000000000018,0.72,0.74,0.0,-5.7,-2.01422,1.8857800000000005,BIZMEE_clean_primitive
11.833599999999999,10.4576,17.543999999999997,32.68,64.0,56.0,96.0,112.0,1.0,1.0,2.0,4.0,1.0,3.0,6.0,8.0,0.5328999999999999,0.5475,1.1242,1.6644,28.09,39.22,119.78,167.555366,0.0,0.3999999999999999,1.7800000000000002,4.26,0.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-4.0,0.0,-0.020000000000000018,-0.08000000000000007,0.6399999999999999,0.0,-2.1000000000000005,-12.000000000000002,-10.414220000000002,9.2416,25.961599999999997,28.880000000000003,21.128,49.0,140.0,98.0,56.0,1.0,3.0,4.0,3.0,9.0,21.0,24.0,15.0,0.5625,1.7025000000000001,1.71,1.1324999999999998,54.760000000000005,206.46,233.94522800000004,150.325228,0.0,0.5800000000000005,2.66,2.17,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,-0.020000000000000018,0.72,0.74,0.0,-5.7,-2.01422,1.8857800000000005,BIZMEE_clean_primitive
11.833599999999999,10.4576,17.543999999999997,32.68,64.0,56.0,96.0,112.0,1.0,1.0,2.0,4.0,1.0,3.0,6.0,8.0,0.5328999999999999,0.5475,1.1242,1.6644,28.09,39.22,119.78,167.555366,0.0,0.3999999999999999,1.7800000000000002,4.26,0.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-4.0,0.0,-0.020000000000000018,-0.08000000000000007,0.6399999999999999,0.0,-2.1000000000000005,-12.000000000000002,-10.414220000000002,9.2416,25.961599999999997,28.880000000000003,21.128,49.0,140.0,98.0,56.0,1.0,3.0,4.0,3.0,9.0,21.0,24.0,15.0,0.5625,1.7025000000000001,1.71,1.1324999999999998,54.760000000000005,206.46,233.94522800000004,150.325228,0.0,0.5800000000000005,2.66,2.17,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,-0.020000000000000018,0.72,0.74,0.0,-5.7,-2.01422,1.8857800000000005,BIZMEE_clean_primitive
